supplier_key,supplier_name,product_name,price,stock,warehouse_stocks,source_file,row_number
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп блок управления насосом ТУРБИ-М3, 1,5 бар однопороговый АКЦИЯ",2102.709,12.0,"{""КРД"": 2.0, ""Крым"": 10.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,280
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп блок управления насосом ТУРБИПРЕСС М,2330.0655,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,281
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп датчик сухого хода LP/3,493.458,12.0,"{""КРД"": 3.0, ""Крым"": 9.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,282
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп коллектор 5-ти выводной настенный АКЦИЯ,2117.3775,7.0,"{""КРД"": 5.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,283
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп комплект автоматики с г/а 2л АКВАРОБОТ ТУРБИ М АКЦИЯ,2712.465,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,284
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп комплект автоматики с г/а 5л АКВАРОБОТ М АКЦИЯ,2134.146,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,285
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп комплект автоматики с г/а 5л АКВАРОБОТ ТУРБИ,2319.5865000000003,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,286
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Патрубок ТУРБИ М3 8.010.010,129.9165,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,287
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп поплавковый выключатель, 3 м",601.3770000000001,10.0,"{""КРД"": 5.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,288
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп поплавковый выключатель, 5 м",805.6754999999999,7.0,"{""КРД"": 2.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,289
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Реле давления РМ 5 -3 W (м) 1""",652.7115,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,290
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Реле давления РМ 5 (вращающаяся гайка) 1/4,440.034,9.0,"{""КРД"": 8.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,291
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Реле давления РМ 5 (м) 1/4""",429.55500000000006,8.0,"{""КРД"": 5.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,292
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Реле давления РМ 5 (п) 1/4""",428.50500000000005,8.0,"{""КРД"": 7.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,293
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Реле давления РМ 5G (м) 1/4"" Italtecnica",822.4335,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,294
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп частоный преобразователь ВАРУНА,23576.164500000003,4.0,"{""КРД"": 2.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,295
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп датчик потока WIP-10,12,15",501.8475,11.0,"{""КРД"": 6.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,296
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Блок управления насосом ТУРБИПРЕСС 3 кВт,4284.0,3.0,"{""КРД"": 2.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,297
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Реле давления PM/5 c град.шкалой (вращ. гайка) 1/4""",466.221,11.0,"{""КРД"": 6.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,298
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Блок управления насосом ТУРБИПРЕСС М2 с вилкой и розеткой,2693.6070000000004,11.0,"{""КРД"": 8.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,299
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Блок управления насосом ТУРБИПРЕСС М с вилкой и розеткой,2694.657,8.0,"{""КРД"": 5.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,300
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Устройство защиты SD-11-380V 1,1-11 кВт",2325.876,3.0,"{""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,301
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Блок управления насосом ТИСКОТРОН 3 кВт,3516.051,3.0,"{""КРД"": 1.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,302
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп всасывающий шланг с обр. клапаном 1"", длина 7м",1114.7430000000002,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,304
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп соеденит. шланг Ду -25 60см. угловой,665.2800000000001,9.0,"{""КРД"": 5.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,305
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп соеденит. шланг Ду -25 80см. угловой,737.5725000000001,5.0,"{""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,306
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп шланг поливочный ROLL TELESCOPE 22м,1852.3155,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,307
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп всасывающий шланг с обр. клапаном 1"", длина 10м",1504.482,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,308
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Шланг поливочный армир. ф13вн*1,5 (бухта 25м), 1/2""",1209.033,7.0,"{""КРД"": 3.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,309
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Шланг поливочный армир. ф13вн*1,5 (бухта 50м), 1/2""",2266.152,4.0,"{""КРД"": 1.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,310
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Шланг поливочный армир. ф18вн*2 (бухта 50м), 3/4""",3188.1255,4.0,"{""КРД"": 3.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,311
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп шланг поливочный ROLL TELESCOPE 30м NEW,1692.0225,2.0,"{""КРД"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,312
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп Шланг поливочный ROLL TELESCOPE 22 м NEW,1323.231,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,313
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп кронштейн крепления расширительного бака 1""",271.6875,2.0,"{""КРД"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,315
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп кронштейн крепления расширительного бака 3/4,255.255,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,316
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 12 л (верт),1330.5705,15.0,"{""КРД"": 5.0, ""Крым"": 10.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,317
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 19 л (верт),1445.808,15.0,"{""КРД"": 11.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,318
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 35 л (верт),2568.9405,1.0,"{""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,319
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 5 л (верт),857.0100000000001,9.0,"{""КРД"": 8.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,320
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 50 л (верт),3243.6495,5.0,"{""КРД"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,321
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 8 л (верт),1053.9795,12.0,"{""КРД"": 5.0, ""Крым"": 7.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,322
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп расширительный бак 80 л (верт) АКЦИЯ,4913.664000000001,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,323
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Расширительный бак подвесной РП 24 (БЭЗ),2011.8315,12.0,"{""КРД"": 8.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,324
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Расширительный бак вертикальный РВ 50 (БЭЗ),4069.5795,10.0,"{""КРД"": 6.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,325
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Расширительный бак вертикальный РВ 35 (БЭЗ),2792.433,16.0,"{""КРД"": 8.0, ""Крым"": 8.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,326
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Расширительный бак вертикальный РВ 80 (БЭЗ),5346.726,6.0,"{""КРД"": 2.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,327
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Расширительный бак вертикальный РВ 100 (БЭЗ),5695.914000000001,7.0,"{""КРД"": 2.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,328
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Расширительный бак ПБ 6 (6 л, плоский)",1533.819,8.0,"{""КРД"": 5.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,329
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Расширительный бак ПБ 8 (8 л, плоский)",1619.73,2.0,"{""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,330
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Расширительный бак ПБ 10 (10 л, плоский)",1728.6885,4.0,"{""КРД"": 3.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,331
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Расширительный бак ПБ 12 (12 л, плоский)",1800.981,8.0,"{""КРД"": 5.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,332
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Кронштейн крепления бака 1"", синий (нов)",271.35150000000004,26.0,"{""КРД"": 10.0, ""Крым"": 16.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,333
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп Кронштейн крепления бака 3/4"", синий (нов)",255.633,20.0,"{""КРД"": 8.0, ""Крым"": 12.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,334
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос для повышения давл.(водоснабж.) WIP-10,3269.8365000000003,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,336
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос для повышения давл.(водоснабж.) WIP-12,4008.459,4.0,"{""КРД"": 3.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,337
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос для повышения давл.(водоснабж.) WIP-15,6032.596500000001,3.0,"{""КРД"": 2.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,338
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (ГВС) PH 20-60 130,4851.8505000000005,8.0,"{""КРД"": 3.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,339
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (ГВС) UPH 20-60 130,5970.783,15.0,"{""КРД"": 7.0, ""Крым"": 8.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,340
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп насос циркуляц. (ГВС, отопл) LPA 20-40 130 В латунь",7687.953,4.0,"{""КРД"": 2.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,341
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп насос циркуляц. (ГВС, отопл) LPA 20-60 130 В латунь",7687.953,8.0,"{""КРД"": 2.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,342
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп насос циркуляц. (ГВС, отопл) LPA 25-40 180 В латунь",8593.158000000001,5.0,"{""КРД"": 2.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,343
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,"Юнипамп насос циркуляц. (ГВС, отопл) LPA 25-60 180 В латунь",8593.158000000001,9.0,"{""КРД"": 3.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,344
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (для пов. давления) UPA 15-120 195,8095.5,7.0,"{""КРД"": 3.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,345
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (для пов. давления) UPA 15-90 160,5099.1045,7.0,"{""КРД"": 3.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,346
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 20-40 130 чугун,5994.8805,8.0,"{""КРД"": 6.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,347
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 20-60 130 чугун,5994.8805,9.0,"{""КРД"": 3.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,348
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 25-40 180 чугун,6011.649,6.0,"{""КРД"": 4.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,349
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 25-60 180 чугун,6594.1575,17.0,"{""КРД"": 9.0, ""Крым"": 8.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,350
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 32-40 180 чугун,5834.587500000001,5.0,"{""КРД"": 3.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,351
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) LPA 32-60 180 чугун,6191.85,3.0,"{""КРД"": 2.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,352
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) UPF 40-160 250,24487.659000000003,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,353
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл) UPF 65-120 300,32656.5015,6.0,"{""КРД"": 3.0, ""Крым"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,354
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 25-40 130,2239.965,9.0,"{""КРД"": 7.0, ""Крым"": 2.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,355
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 25-40 180,2251.4835000000003,16.0,"{""КРД"": 11.0, ""Крым"": 5.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,356
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 25-60 130,2463.1215,19.0,"{""КРД"": 13.0, ""Крым"": 6.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,357
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 25-60 180,2519.6955000000003,14.0,"{""КРД"": 10.0, ""Крым"": 4.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,358
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 25-80 180,4815.1845,12.0,"{""КРД"": 5.0, ""Крым"": 7.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,359
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 32-40 180,2463.1215,3.0,"{""КРД"": 3.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,360
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) CP 32-80 180,4927.2825,8.0,"{""КРД"": 1.0, ""Крым"": 7.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,361
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) UPF3 50-120 280,25344.669,2.0,"{""КРД"": 1.0, ""Крым"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,362
ib,unknown supplier 12 05 бакси иммергаз аристон дражице навьен термекс бош эван дакор,Юнипамп насос циркуляц. (отопл.) UPF3 50-160 280,43579.7145,1.0,"{""КРД"": 1.0}",2026-05-15_13-05-59_unknown_supplier_12_05_бакси_иммергаз_аристон_дражице_навьен_термекс_бош_эван_дакор.xls,363
